,Unnamed: 0,Message,filtered_msg,clusters
1513,1513,"INR 16,500.00 deposited to A/c No XX1627 towards NEFT Cr-KKBK0000958-SIDDHESH  HADKAR-SIDDHESH HADKAR-KKBKH16252801780 Val 08-SEP-16. Clr Bal is INR 16,523.27 subject to clearing.",INR DEPOSITED TO NO TOWARDS NEFT VAL CLR BAL IS INR SUBJECT TO CLEARING,382
1514,1514,"Balance in A/c XXXXXXXXXX1627 as of 11-SEP-16 EOD is INR 1,145.39 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1515,1515,Balance in A/c XXXXXXXXXX1627 as of 17-SEP-16 EOD is INR 475.51 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1516,1516,"Balance in A/c XXXXXXXXXX1627 as of 04-OCT-16 EOD is INR 2,795.51 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1517,1517,"INR 8,700.00 deposited to A/c No XX1627 towards NEFT Cr-KKBK0000958-SIDDHESH  HADKAR-SIDDHESH HADKAR-KKBKH16284717456 Val 10-OCT-16. Clr Bal is INR 10,295.51 subject to clearing.",INR DEPOSITED TO NO TOWARDS NEFT VAL CLR BAL IS INR SUBJECT TO CLEARING,382
1518,1518,"Balance in A/c XXXXXXXXXX1627 as of 10-OCT-16 EOD is INR 1,592.63 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1519,1519,"Your a/c no. XXXXXXXX1627 is credited by Rs.2,000.00 on 22-11-16 by a/c linked to mobile XXXXXXX900(IMPS Ref no 632717028191)",YOUR NO IS CREDITED BY ON BY LINKED TO MOBILE IMPS REF NO,39
1520,1520,"An amount of Rs.2,900.00 has been debited from your account number XXXX1627 for TPT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR TPT TXN DONE USING HDFC BANK NETBANKING,91
1521,1521,"INR 24,000.00 deposited to A/c No XX1627 towards 04111050108763  -TPT-personal Val 07-DEC-16. Clr Bal is INR 24,020.86 subject to clearing.",INR DEPOSITED TO NO TOWARDS VAL CLR BAL IS INR SUBJECT TO CLEARING,188
1522,1522,"An amount of Rs.12,000.00 has been debited from your account number XXXX1627 for TPT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR TPT TXN DONE USING HDFC BANK NETBANKING,91
1523,1523,"An amount of Rs.40,000.00 has been debited from your account number XXXX1627 for TPT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR TPT TXN DONE USING HDFC BANK NETBANKING,91
1524,1524,Balance in A/c XXXXXXXXXX1627 as of 15-DEC-16 EOD is INR 267.98 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1525,1525,Balance in A/c XXXXXXXXXX1627 as of 28-DEC-16 EOD is INR 13.48 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1526,1526,Balance in A/c XXXXXXXXXX1627 as of 03-JAN-17 EOD is INR 31.48 . Check A/c for current balance . Credits in A/c are subject to clearing,BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1527,1527,"An amount of Rs.10,000.00 has been debited from your account number XXXX1627 for NEFT txn done using HDFC Bank NetBanking",AN AMOUNT OF HAS BEEN DEBITED FROM YOUR ACCOUNT NUMBER FOR NEFT TXN DONE USING HDFC BANK NETBANKING,126
1528,1528,"Balance in A/c XXXXXXXXXX1627 as of 14-JAN-17 EOD is INR 2,278.60 . Check A/c for current balance . Credits in A/c are subject to clearing",BALANCE IN AS OF EOD IS INR CHECK FOR CURRENT BALANCE CREDITS IN ARE SUBJECT TO CLEARING,6
1529,1529,Rs.4500.00 was withdrawn using your HDFC Bank Card ending 6174 on 2016-09-16:12:10:32 at DR. AMBEDKAR RD PAREL. Avl bal: Rs.695.51,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT AMBEDKAR RD PAREL AVL BAL,398
1530,1530,Thank you for using Debit Card ending 6174 for Rs.197.00 in MUMBAI at RELIANCECOMM on 2016-09-30:14:02:07  Avl bal: Rs.278.51,THANK YOU FOR USING DEBIT CARD ENDING FOR IN MUMBAI AT RELIANCECOMM ON AVL BAL,292
1531,1531,Rs.2000.00 was withdrawn using your HDFC Bank Card ending 6174 on 2016-11-22:21:30:39 at OPP BOOKING OFFICE PARE. Avl bal: Rs.2619.86,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT OPP BOOKING OFFICE PARE AVL BAL,23
1532,1532,Rs.2000.00 was withdrawn using your HDFC Bank Card ending 6174 on 2016-12-04:08:40:49 at +BOI PAREL TT. Avl bal: Rs.520.86,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT PAREL TT AVL BAL,477
1533,1533,Rs.2000.00 was withdrawn using your HDFC Bank Card ending 6174 on 2017-01-14:15:40:54 at +MHAPE BRANCH. Avl bal: Rs.2278.60,WAS WITHDRAWN USING YOUR HDFC BANK CARD ENDING ON AT BRANCH AVL BAL,23
1534,1534,Kotak alert -Total Due on  Card xxxx6972 is Rs 11431.02. Min amt Rs 2861.51. Due Date 06-Oct-16.To view statement please visit Netbanking at www.kotak.com.Pls ignore if paid.,KOTAK ALERT DUE ON CARD IS RS MIN AMT RS DUE DATE VIEW STATEMENT PLEASE VISIT NETBANKING AT IGNORE IF PAID,124
1535,1535,Dec-16 Stmt for Kotak Credit Card xxxx6972 has been generated. Due date 02-Jan-17 Min Amt. Rs. 6095.76 . Total Due Rs. 7845.79 . Your e-statement has been sent to your email address registered with the Bank. Visit https://www.kotak.com/ccstmt/nonlogincc/faces/jsp/nonLogin.jsp  to pay your bills and check detailed statement.,STMT FOR KOTAK CREDIT CARD HAS BEEN GENERATED DUE DATE MIN AMT RS TOTAL DUE RS YOUR HAS BEEN SENT TO YOUR EMAIL ADDRESS REGISTERED WITH THE BANK VISIT HTTPS TO PAY YOUR BILLS AND CHECK DETAILED STATEMENT,28
1536,1536,"Dear Customer, you have utilized 90% of the total credit limit available on your Kotak Credit Card xxxx xxxx6972.",DEAR CUSTOMER YOU HAVE UTILIZED OF THE TOTAL CREDIT LIMIT AVAILABLE ON YOUR KOTAK CREDIT CARD XXXX,102
1537,1537,Your fund transfer request for INR. 16500 from a/c xx8793 to 04111050111627 (an a/c at another bank) has been received on 08-SEP-2016. Ref No. KKBKH16252801780.,YOUR FUND TRANSFER REQUEST FOR INR FROM TO AN AT ANOTHER BANK HAS BEEN RECEIVED ON REF NO,63
1538,1538,"Rs. 8,482.00 is credited to your A/c XXXX8793  on 16-SEP-16 on account of Incentive_Aug_16 .",RS IS CREDITED TO YOUR ON ON ACCOUNT OF,45
1539,1539,Standing Instruction for INR 500.00 from XXXX8793  to  beneficiary account No: 5711724375 has been processed successfully on 10-10-2016.,STANDING INSTRUCTION FOR INR FROM TO BENEFICIARY ACCOUNT NO HAS BEEN PROCESSED SUCCESSFULLY ON,75
1540,1540,"Rs. 3,608.00 is credited to your A/c XXXX8793  on 03-DEC-16 on account of Incentive_Oct_16 .",RS IS CREDITED TO YOUR ON ON ACCOUNT OF,45
1541,1541,Standing Instruction for INR 500.00 from XXXX8793  to  beneficiary account No: 5711724375 has been processed successfully on 10-12-2016.,STANDING INSTRUCTION FOR INR FROM TO BENEFICIARY ACCOUNT NO HAS BEEN PROCESSED SUCCESSFULLY ON,75
1542,1542,"Your request for fund transfer to someone else's Kotak A/c for Rs.3,000.00  from A/c XXXXXX8793 to AMITDMAX has been processed on 13-12-2016. Ref no. 62128894",YOUR REQUEST FOR FUND TRANSFER TO SOMEONE ELSE KOTAK FOR FROM TO AMITDMAX HAS BEEN PROCESSED ON REF NO,189
1543,1543,Rs.197 has been debited from your Kotak Account/Credit Card xx8793 for payment towards RELIANCE GSM PREPAID on 06-JAN-2017 via Mobile Banking. Ref No. 283204329.,HAS BEEN DEBITED FROM YOUR KOTAK CARD FOR PAYMENT TOWARDS RELIANCE GSM PREPAID ON VIA MOBILE BANKING REF NO,140
1544,1544,"Rs. 10,040.00 is credited to your A/c XXXX8793  on 10-JAN-17 on account of Incentive_Nov_16 .",RS IS CREDITED TO YOUR ON ON ACCOUNT OF,45
1545,1545,"With the spike in fraudulent transactions at ATMs in Banks, your Debit Card ending 9027 could have been compromised. To protect your account we advise you to change your PIN immediately. You can change your PIN via Net Banking, Mobile Banking or any Kotak Bank ATM.",WITH THE SPIKE IN FRAUDULENT TRANSACTIONS AT ATMS IN BANKS YOUR DEBIT CARD ENDING COULD HAVE BEEN COMPROMISED TO PROTECT YOUR ACCOUNT WE ADVISE YOU TO CHANGE YOUR PIN IMMEDIATELY YOU CAN CHANGE YOUR PIN VIA NET BANKING MOBILE BANKING OR ANY KOTAK BANK ATM,141
1546,1546,Your cash withdrawal at AMS8005 using Kotak Debit Card XX9027 on 03-12-2016 22:12:57 could not be processed due to Incorrect PIN.Enter correct PIN. Instantly generate your PIN using http://bit.ly/1UvYjI5 or call 1860 266 2666.,YOUR CASH WITHDRAWAL AT USING KOTAK DEBIT CARD ON COULD NOT BE PROCESSED DUE TO INCORRECT CORRECT PIN INSTANTLY GENERATE YOUR PIN USING HTTP OR CALL,142
1547,1547,Your cash withdrawal at AMS8005 using Kotak Debit Card XX9027 on 05-12-2016 21:38:30 could not be processed due to Transaction not supported..Please call our 24 Hrs Customer Contact Centre at 1860 266 2666 for further assistance.,YOUR CASH WITHDRAWAL AT USING KOTAK DEBIT CARD ON COULD NOT BE PROCESSED DUE TO TRANSACTION NOT CALL OUR HRS CUSTOMER CONTACT CENTRE AT FOR FURTHER ASSISTANCE,448
1548,1548,Cash withdrawal of Rs.1000 made on Kotak Debit card XX9027 on 29-12-2016 11:17:09 at 504492.Combined balance in A/c XX8793 is Rs 4610.97.,CASH WITHDRAWAL OF MADE ON KOTAK DEBIT CARD ON AT BALANCE IN IS RS,94
1549,1549,One Time Password for MobileBanking Transaction is 028085.Please use the password to complete the Transaction.Pls do not share this with anyone.,ONE TIME PASSWORD FOR MOBILEBANKING TRANSACTION IS USE THE PASSWORD TO COMPLETE THE DO NOT SHARE THIS WITH ANYONE,105
1550,1550,"NEFT Transaction with reference number N252160185834172 for INR 6,500.00 has been credited to the beneficiary account on 08-09-2016 at 13:46:30.",NEFT TRANSACTION WITH REFERENCE NUMBER FOR INR HAS BEEN CREDITED TO THE BENEFICIARY ACCOUNT ON AT,65
1551,1551,RBI regd NBFC- LENDINGKART offers collateral-free business loan Rs 1L to Rs 1Cr. Submit 2 docs and get cash in 3 days. Apply Now! http://bit.do/9_13,RBI REGD LENDINGKART OFFERS BUSINESS LOAN RS TO RS SUBMIT DOCS AND GET CASH IN DAYS APPLY NOW HTTP,186
1552,1552,One Time Password for MobileBanking Transaction is 242521.Please use the password to complete the Transaction.Pls do not share this with anyone.,ONE TIME PASSWORD FOR MOBILEBANKING TRANSACTION IS USE THE PASSWORD TO COMPLETE THE DO NOT SHARE THIS WITH ANYONE,105
1553,1553,Its time to use your Bajaj Finserv EMI Card! Use in next 60 days & get your annual inactive fee of Rs.99 waived!Happy Shopping!Know more http://bit.ly/2bm2bw1,ITS TIME TO USE YOUR BAJAJ FINSERV EMI CARD USE IN NEXT DAYS GET YOUR ANNUAL INACTIVE FEE OF WAIVED HAPPY SHOPPING KNOW MORE HTTP,254
1554,1554,"????? ??????, ???? ???? ???? ???.6107228 ???? ?? ?? ????? ????? ???. 05/10/2016 ???? ??.2125 ?? ????? ??? ???. ????? ?? ??? ??????????? ?????? ?????? ???????? ?????? ???.", ,86
1555,1555,One Time Password for NetBanking Transaction is 637821.Please use the password to complete the Transaction.Pls do not share this with anyone.,ONE TIME PASSWORD FOR NETBANKING TRANSACTION IS USE THE PASSWORD TO COMPLETE THE DO NOT SHARE THIS WITH ANYONE,29
1556,1556,"Dear Customer, your Experia ID is 16583806 , Password is siddhu . Click http://m.BajFin.in/YnfgqJn0 to login. Your EMI Card limit is Rs. 103000, to know where to use it this Diwali click http://m.BajFin.in/OIGmVk-E Bajaj Finserv.",DEAR CUSTOMER YOUR EXPERIA ID IS PASSWORD IS SIDDHU CLICK HTTP TO LOGIN YOUR EMI CARD LIMIT IS RS TO KNOW WHERE TO USE IT THIS DIWALI CLICK HTTP BAJAJ FINSERV,458
1557,1557,"Dear Customer, to view your interest certificate click http://m.BajFin.in/N7l6HuMU. Your available EMI Card loan amount is Rs. 103000 To know where to use your EMI card click http://m.BajFin.in/PBZHKfAk. Please ignore the Interest certificate if loan is already closed. Bajaj Finserv.",DEAR CUSTOMER TO VIEW YOUR INTEREST CERTIFICATE CLICK HTTP YOUR AVAILABLE EMI CARD LOAN AMOUNT IS RS TO KNOW WHERE TO USE YOUR EMI CARD CLICK HTTP PLEASE IGNORE THE INTEREST CERTIFICATE IF LOAN IS ALREADY CLOSED BAJAJ FINSERV,404
1558,1558,"Dear Customer,  Please quote your Card No 1954018 at Consumer Durable Dealers to take preapproved CD loan of upto INR 140000on your Easy Buy Card. Capital First",DEAR CUSTOMER PLEASE QUOTE YOUR CARD NO AT CONSUMER DURABLE DEALERS TO TAKE PREAPPROVED CD LOAN OF UPTO INR YOUR EASY BUY CARD CAPITAL FIRST,38
1559,1559,"Bajaj Finserv wishes you a very Happy Diwali. Your EMI card available loan amount is Rs 103,000. To know where to use it this Dhanteras, click http://m.BajFin.in/G5P2L6sE. TC",BAJAJ FINSERV WISHES YOU VERY HAPPY DIWALI YOUR EMI CARD AVAILABLE LOAN AMOUNT IS RS TO KNOW WHERE TO USE IT THIS DHANTERAS CLICK HTTP TC,206
1560,1560,"Dear Customer, Be Alert! Please do not share your credit card number, CVV number, OTP or VBV password with anyone. Kotak Bank will never request for these details.",DEAR CUSTOMER BE ALERT PLEASE DO NOT SHARE YOUR CREDIT CARD NUMBER CVV NUMBER OTP OR VBV PASSWORD WITH ANYONE KOTAK BANK WILL NEVER REQUEST FOR THESE DETAILS,117
1561,1561,Use key 655263 to activate NEFT for Siddhesh or forward this SMS to 9971056767 [[K ADDBENEF 655263 171557352 Siddhesh]],USE KEY TO ACTIVATE NEFT FOR SIDDHESH OR FORWARD THIS SMS TO ADDBENEF SIDDHESH,103
1562,1562,"125837 is the OTP for your personal loan application with Fullerton India. If you have not applied, please call on 18001036001. TCA",IS THE OTP FOR YOUR PERSONAL LOAN APPLICATION WITH FULLERTON INDIA IF YOU HAVE NOT APPLIED PLEASE CALL ON TCA,417
1563,1563,"Dear Siddhesh hadkar, we tried reaching you to help complete your online application for Fullerton India personal loan. We will call you again soon.",DEAR SIDDHESH HADKAR WE TRIED REACHING YOU TO HELP COMPLETE YOUR ONLINE APPLICATION FOR FULLERTON INDIA PERSONAL LOAN WE WILL CALL YOU AGAIN SOON,346
1564,1564,Why worry about cash? Now pay for all your purchases directly with Kotak Credit Card. Can't remember your Card PIN? Generate it instantly at http://bit.ly/CardPIN or through Net Banking or Mobile Banking app.,WHY WORRY ABOUT CASH NOW PAY FOR ALL YOUR PURCHASES DIRECTLY WITH KOTAK CREDIT CARD CA REMEMBER YOUR CARD PIN GENERATE IT INSTANTLY AT HTTP OR THROUGH NET BANKING OR MOBILE BANKING APP,96
1565,1565,Bank of India SMS OTP Login  One Time Password: 9276707  OTP-ID: 2529,BANK OF INDIA SMS OTP LOGIN ONE TIME PASSWORD,226
1566,1566,"Dear Customer, the second part of your Net Banking Password is ch4j9k.",DEAR CUSTOMER THE SECOND PART OF YOUR NET BANKING PASSWORD IS,248
1567,1567,"Dear Cardholder, NEVER share your Card No, CVV, PIN or OTP with anyone over phone, SMS or e-mail even if the person claims to redeem the reward points, expiry of reward points, activate card or reverse transactions. It may lead to fraud. ICICI BANK OR ITS EMPLOYEES WILL NEVER ASK FOR THIS INFORMATION.",DEAR CARDHOLDER NEVER SHARE YOUR CARD NO CVV PIN OR OTP WITH ANYONE OVER PHONE SMS OR EVEN IF THE PERSON CLAIMS TO REDEEM THE REWARD POINTS EXPIRY OF REWARD POINTS ACTIVATE CARD OR REVERSE TRANSACTIONS IT MAY LEAD TO FRAUD ICICI BANK OR ITS EMPLOYEES WILL NEVER ASK FOR THIS INFORMATION,46
1568,1568,Thank you for choosing Axis Bank for your forex transaction 1696FIR1500140 handled today. Please share your valuable feedback by sending FX Y  for satisfactory or FX N for unsatisfactory service to +919717000002. Normal SMS charges as per your tariff plan will apply.,THANK YOU FOR CHOOSING AXIS BANK FOR YOUR FOREX TRANSACTION HANDLED TODAY PLEASE SHARE YOUR VALUABLE FEEDBACK BY SENDING FX FOR SATISFACTORY OR FX FOR UNSATISFACTORY SERVICE TO NORMAL SMS CHARGES AS PER YOUR TARIFF PLAN WILL APPLY,60
1569,1569,"Dear Customer,Service Tax has been revised from 12.36% to 14% as per amendment in Finance Act. W.e.f. 1-Jun-15, revised rate is applicable on all fees & charges",DEAR CUSTOMER SERVICE TAX HAS BEEN REVISED FROM TO AS PER AMENDMENT IN FINANCE ACT REVISED RATE IS APPLICABLE ON ALL FEES CHARGES,397
1570,1570,"Dear Customer, you are registering SURYADIP GHOSHAL as payee for funds transfer that needs a URN. DON'T SHARE THE URN WITH ANYONE. BANK NEVER CALLS TO VERIFY IT. The URN is 482058. It is confidential, pls safeguard it.",DEAR CUSTOMER YOU ARE REGISTERING SURYADIP GHOSHAL AS PAYEE FOR FUNDS TRANSFER THAT NEEDS URN DO SHARE THE URN WITH ANYONE BANK NEVER CALLS TO VERIFY IT THE URN IS IT IS CONFIDENTIAL PLS SAFEGUARD IT,315
1571,1571,"Dear Customer, the One time Password (OTP) to generate Credit Card PIN is 996063. Bank never calls to verify OTP. Do not disclose OTP to anyone.",DEAR CUSTOMER THE ONE TIME PASSWORD OTP TO GENERATE CREDIT CARD PIN IS BANK NEVER CALLS TO VERIFY OTP DO NOT DISCLOSE OTP TO ANYONE,355
1572,1572,"Dear Customer, your NETSECURE code is 28867622. Txn details: Third Party Funds Transfer to account 915010006440945 for amount : INR 29227",DEAR CUSTOMER YOUR NETSECURE CODE IS TXN DETAILS THIRD PARTY FUNDS TRANSFER TO ACCOUNT FOR AMOUNT INR,216
1573,1573,"Dear Cardholder, NEVER share your Card No, CVV, PIN or OTP with anyone over phone, SMS or e-mail even if the person claims to redeem the reward points, expiry of reward points, activate card or reverse transactions. It may lead to fraud. ICICI BANK OR ITS EMPLOYEES WILL NEVER ASK FOR THIS INFORMATION.",DEAR CARDHOLDER NEVER SHARE YOUR CARD NO CVV PIN OR OTP WITH ANYONE OVER PHONE SMS OR EVEN IF THE PERSON CLAIMS TO REDEEM THE REWARD POINTS EXPIRY OF REWARD POINTS ACTIVATE CARD OR REVERSE TRANSACTIONS IT MAY LEAD TO FRAUD ICICI BANK OR ITS EMPLOYEES WILL NEVER ASK FOR THIS INFORMATION,46
1574,1574,"Dear Customer, your e-mail address for your Banking Account  has been updated. If you have not requested for this change, please call Customer Service immediately. - StanChart",DEAR CUSTOMER YOUR ADDRESS FOR YOUR BANKING ACCOUNT HAS BEEN UPDATED IF YOU HAVE NOT REQUESTED FOR THIS CHANGE PLEASE CALL CUSTOMER SERVICE IMMEDIATELY STANCHART,169
1575,1575,"INR 30,000.00 deposited to A/c No XX7616 towards CHQ DEP MICR 08-MUM CLG - MICR CLG - MUM Val 18-JAN-17. Clr Bal is INR 10,069.60 subject to clearing.",INR DEPOSITED TO NO TOWARDS CHQ DEP MICR CLG MICR CLG MUM VAL CLR BAL IS INR SUBJECT TO CLEARING,378
1576,1576,"Welcome to Pockets by ICICI Bank. Get set to shop online & offline, send money, recharge and more. Check out our exciting offers at icicibank.com/pockets",WELCOME TO POCKETS BY ICICI BANK GET SET TO SHOP ONLINE OFFLINE SEND MONEY RECHARGE AND MORE CHECK OUT OUR EXCITING OFFERS AT,123
1577,1577,"21/12/2016, 13:32 Avail Bal in A/c xxx734: Rs. 10287.53 CR",AVAIL BAL IN RS CR,348
1578,1578,"29/12/2016, 11:08 Avail Bal in A/c xxx734: Rs. 315.53 CR",AVAIL BAL IN RS CR,348
1579,1579,"01/1/2017, 16:33 Avail Bal in A/c xxx734: Rs. 14369.53 CR",AVAIL BAL IN RS CR,348
1580,1580,"10/1/2017, 23:18 Avail Bal in A/c xxx734: Rs. 129.53 CR 05/01/17: 80.00 DR, POS PRCH 04/01/17: 160.00 DR, POS PRCH 02/01/17: 14000.00 DR, CASH WITHDRAWAL 01/01/17: 80.00 DR, POS PRCH 31/12/16: 365.00 DR, POS PRCH",AVAIL BAL IN RS CR DR POS PRCH DR POS PRCH DR CASH WITHDRAWAL DR POS PRCH DR POS PRCH,113
1581,1581,Thank you for using your SBI Debit Card 459XX1223 for a purchase worth Rs100 on POS  RPSL at RPSL txn# HU4973754091.,THANK YOU FOR USING YOUR SBI DEBIT CARD FOR PURCHASE WORTH ON POS RPSL AT RPSL TXN,44
1582,1582,Thank you for using your SBI Debit Card 459XX1223 for a purchase worth Rs80 on POS  000000000240754 at PayTM txn# 010119762983.,THANK YOU FOR USING YOUR SBI DEBIT CARD FOR PURCHASE WORTH ON POS AT PAYTM TXN,168
1583,1583,"Your A/C XXXXX847884 has a credit by Transfer of Rs 8,375.00 on 29/11/16. Avl Bal Rs 17,169.40.Download Buddy",YOUR HAS CREDIT BY TRANSFER OF RS ON AVL BAL RS BUDDY,64
1584,1584,LPG Subsidy of Rs. 168.29 has been credited to your A/c No.XXXXX847884 on 20/12/16.Download Buddy@ http://goo.gl/qUlXqL,LPG SUBSIDY OF RS HAS BEEN CREDITED TO YOUR ON BUDDY HTTP,353
